title,make,model,year,condition,transmission,price
Rolls-Royce Cullinan Base 2019 Black,Rolls-Royce,Cullinan Base,2019,foreign used,automatic,"₦ 610,000,000"
BMW X6 2023 Gray,BMW,X6,2023,foreign used,automatic,"₦ 150,000,000"
Toyota 4-Runner SR5 4x4 2019 Silver,Toyota,4-Runner SR5,2019,foreign used,automatic,"₦ 49,000,000"
Mercedes-Benz V-Class 2018 Black,Mercedes-Benz,V-Class,2018,local used,automatic,"₦ 63,500,000"
Mercedes-Benz GLC-Class 2021 White,Mercedes-Benz,GLC-Class,2021,foreign used,automatic,"₦ 86,000,000"
Honda CR-V 2015 Black,Honda,CR-V,2015,local used,automatic,"₦ 9,850,000"
Toyota Avensis 2013 White,Toyota,Avensis,2013,foreign used,automatic,"₦ 11,000,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2021 Silver,Mercedes-Benz,GLE-Class GLE,2021,foreign used,automatic,"₦ 90,000,000"
Lexus RX 350 F Sport AWD 2019 Silver,Lexus,RX 350,2019,foreign used,automatic,"₦ 36,000,000"
New Toyota Corolla LE 2023 Red,New,Toyota Corolla,2023,brand new,automatic,"₦ 30,000,000"
New Toyota Coaster 2023 White,New,Toyota Coaster,2023,brand new,manual,"₦ 129,000,000"
Toyota RAV4 2007 Gold,Toyota,RAV4,2007,local used,automatic,"₦ 6,950,000"
Honda Element 2004 Silver,Honda,Element,2004,local used,automatic,"₦ 3,800,000"
Toyota Corolla 2014 Gray,Toyota,Corolla,2014,local used,automatic,"₦ 10,980,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2022 Gray,Mercedes-Benz,GLE-Class AMG,2022,foreign used,automatic,"₦ 189,500,000"
Honda CR-V 2004 Blue,Honda,CR-V,2004,local used,automatic,"₦ 2,407,000"
New Lexus LX 2025 Black,New,Lexus LX,2025,brand new,automatic,"₦ 385,000,000"
Toyota Sienna LE 7 Passenger Mobility 2012 Red,Toyota,Sienna LE,2012,local used,automatic,"₦ 10,000,000"
Peugeot 406 2005 Silver,Peugeot,406,2005,local used,manual,"₦ 3,400,000"
BMW X7 2021 Black,BMW,X7,2021,local used,automatic,"₦ 65,000,000"
Lexus LX 2017 Black,Lexus,LX,2017,local used,automatic,"₦ 69,500,000"
Honda CR-V 2025 Gray,Honda,CR-V,2025,foreign used,automatic,"₦ 68,500,000"
Mercedes-Benz E350 2011 Black,Mercedes-Benz,E350,2011,local used,automatic,"₦ 6,900,000"
Lexus LX 570 2012 Black,Lexus,LX 570,2012,local used,automatic,"₦ 35,000,000"
Lexus ES 350 FWD 2017 Silver,Lexus,ES 350,2017,foreign used,automatic,"₦ 25,500,000"
Toyota Corolla 2007 Gray,Toyota,Corolla,2007,foreign used,automatic,"₦ 9,000,000"
Mercedes-Benz C300 2015 White,Mercedes-Benz,C300,2015,foreign used,automatic,"₦ 17,600,000"
Toyota Highlander XLE 2022 Red,Toyota,Highlander XLE,2022,foreign used,automatic,"₦ 62,000,000"
Mercedes-Benz GLE-Class GLE 350 2020 White,Mercedes-Benz,GLE-Class GLE,2020,foreign used,automatic,"₦ 69,000,000"
Hyundai Sonata 2014 White,Hyundai,Sonata,2014,local used,automatic,"₦ 5,700,000"
Toyota Highlander 2012 Black,Toyota,Highlander,2012,foreign used,automatic,"₦ 21,500,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2019 Gray,Mercedes-Benz,GLE-Class GLE,2019,foreign used,automatic,"₦ 55,000,000"
Toyota Corolla 2005 Red,Toyota,Corolla,2005,local used,automatic,"₦ 4,300,000"
New Toyota Hilux 2025 Black,New,Toyota Hilux,2025,brand new,automatic,"₦ 112,000,000"
Honda Civic 2013 Silver,Honda,Civic,2013,local used,automatic,"₦ 5,950,000"
Lexus IS 2012 Gray,Lexus,IS,2012,foreign used,automatic,"₦ 13,000,000"
Mercedes-Benz AMG GT GT 63 S 4MATIC+ (4 dr) 2019 Red,Mercedes-Benz,AMG GT,2019,foreign used,automatic,"₦ 208,000,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC AWD 2025 White,Mercedes-Benz,GLE-Class GLE,2025,foreign used,automatic,"₦ 135,000,000"
Toyota Land Cruiser Prado 2025 Gray,Toyota,Land Cruiser,2025,foreign used,automatic,"₦ 120,000,000"
Mercedes-Benz GLE-Class 2025 Black,Mercedes-Benz,GLE-Class,2025,foreign used,automatic,"₦ 199,500,000"
Toyota Tacoma 2025 Black,Toyota,Tacoma,2025,foreign used,automatic,"₦ 92,000,000"
Lexus LX 2023 Gray,Lexus,LX,2023,local used,automatic,"₦ 212,000,000"
Toyota Highlander 2016 White,Toyota,Highlander,2016,foreign used,automatic,"₦ 26,000,000"
Toyota Corolla Cross 2022 White,Toyota,Corolla Cross,2022,foreign used,automatic,"₦ 38,000,000"
Hyundai Elantra 2008 Silver,Hyundai,Elantra,2008,local used,automatic,"₦ 4,350,000"
Toyota Highlander 2007 White,Toyota,Highlander,2007,local used,automatic,"₦ 4,950,000"
Nissan Pathfinder 2006 Gray,Nissan,Pathfinder,2006,local used,automatic,"₦ 4,950,000"
Lexus RX 350 2016 White,Lexus,RX 350,2016,foreign used,automatic,"₦ 44,500,000"
Toyota Camry SE 2023 Black,Toyota,Camry SE,2023,foreign used,automatic,"₦ 34,999,999"
Nissan NP300 2000 White,Nissan,NP300,2000,local used,manual,"₦ 6,000,000"
JMC Boarding 2011 Silver,JMC,Boarding,2011,foreign used,manual,"₦ 19,000,000"
Ford Escape 2014 Gray,Ford,Escape,2014,foreign used,automatic,"₦ 11,000,000"
Nissan Pathfinder 2017 Blue,Nissan,Pathfinder,2017,foreign used,automatic,"₦ 17,500,000"
Lexus LX 2019 Black,Lexus,LX,2019,local used,automatic,"₦ 97,000,000"
New Toyota Hilux 2024 White,New,Toyota Hilux,2024,brand new,automatic,"₦ 63,700,000"
Toyota Corolla 2017 Blue,Toyota,Corolla,2017,foreign used,automatic,"₦ 16,000,000"
Toyota RAV4 3.5 Sport 4x4 2011 Silver,Toyota,RAV4 3,2011,local used,automatic,"₦ 8,950,000"
New Jetour T2 2025 Gray,New,Jetour T2,2025,brand new,automatic,"₦ 95,000,000"
Mercedes-Benz GLC-Class 2016 Red,Mercedes-Benz,GLC-Class,2016,foreign used,automatic,"₦ 36,500,000"
Toyota Tundra Limited CrewMax 4WD SB w/6.5' Bed 2025 Black,Toyota,Tundra Limited,2025,foreign used,automatic,"₦ 140,000,000"
Toyota Land Cruiser 2016 Black,Toyota,Land Cruiser,2016,local used,automatic,"₦ 35,000,000"
Toyota Land Cruiser Prado 2012 Black,Toyota,Land Cruiser,2012,local used,automatic,"₦ 26,000,000"
Mercedes-Benz GLE-Class 2016 Black,Mercedes-Benz,GLE-Class,2016,foreign used,automatic,"₦ 54,000,000"
Toyota Highlander Platinum AWD 2023 White,Toyota,Highlander Platinum,2023,foreign used,automatic,"₦ 77,500,000"
Toyota Camry LE FWD (2.5L 4cyl 8AM) 2018 White,Toyota,Camry LE,2018,foreign used,automatic,"₦ 20,000,000"
Peugeot 307 2004 Red,Peugeot,307,2004,local used,automatic,"₦ 2,500,000"
Honda CR-V 2006 Gold,Honda,CR-V,2006,local used,automatic,"₦ 2,500,000"
Toyota Land Cruiser Prado 4.0 Petrol TX-L 2017 Green,Toyota,Land Cruiser,2017,local used,automatic,"₦ 49,000,000"
Toyota Corolla S Manual 2012 Black,Toyota,Corolla S,2012,local used,manual,"₦ 4,680,000"
Toyota Highlander 2002 Gray,Toyota,Highlander,2002,local used,automatic,"₦ 5,500,000"
Hyundai Sonata 2019 Black,Hyundai,Sonata,2019,foreign used,automatic,"₦ 17,900,000"
Honda Accord 2004 Gray,Honda,Accord,2004,local used,automatic,"₦ 2,980,000"
Mercedes-Benz GLC-Class 2020 Black,Mercedes-Benz,GLC-Class,2020,foreign used,automatic,"₦ 57,500,000"
New Toyota Land Cruiser LC300 2024 Black,New,Toyota Land,2024,brand new,automatic,"₦ 172,500,000"
Toyota Corolla S Premium 4dr Sedan (1.8L 4cyl CVT) 2014 Black,Toyota,Corolla S,2014,foreign used,automatic,"₦ 12,100,000"
Lexus LX 470 Sport Utility 2004 White,Lexus,LX 470,2004,foreign used,automatic,"₦ 13,900,000"
Mercedes-Benz SLK-Class 2013 Silver,Mercedes-Benz,SLK-Class,2013,foreign used,automatic,"₦ 32,000,000"
Ford F-150 2018 Gray,Ford,F-150,2018,foreign used,automatic,"₦ 89,000,000"
Audi Q8 2022 Black,Audi,Q8,2022,foreign used,automatic,"₦ 85,000,000"
BMW X7 2022 Black,BMW,X7,2022,foreign used,automatic,"₦ 165,000,000"
BMW X5 M 2012 Gray,BMW,X5 M,2012,foreign used,automatic,"₦ 10,780,000"
Lexus ES 350 2008 Black,Lexus,ES 350,2008,local used,automatic,"₦ 6,950,000"
BMW X3 2013 Gold,BMW,X3,2013,local used,automatic,"₦ 12,000,000"
New Toyota Hilux 2025 White,New,Toyota Hilux,2025,brand new,automatic,"₦ 129,999,999"
Honda Civic 2010 Red,Honda,Civic,2010,local used,automatic,"₦ 4,200,000"
Toyota Camry 2003 Silver,Toyota,Camry,2003,local used,automatic,"₦ 3,480,000"
Lexus ES 350 2008 Black,Lexus,ES 350,2008,local used,automatic,"₦ 6,880,000"
Land Rover Lr3 2007 Black,Land,Rover Lr3,2007,local used,automatic,"₦ 6,680,000"
New Lamborghini Urus 2025 Black,New,Lamborghini Urus,2025,brand new,automatic,"₦ 1,600,000,000"
Mercedes-Benz GLE-Class 2020 Gray,Mercedes-Benz,GLE-Class,2020,foreign used,automatic,"₦ 95,000,000"
New Land Rover Range Rover Vogue 2025 Black,New,Land Rover,2025,brand new,automatic,"₦ 770,000,000"
Mercedes-Benz GLC-Class GLC 300 4MATIC AWD 2025 Black,Mercedes-Benz,GLC-Class GLC,2025,foreign used,automatic,"₦ 125,000,000"
New Land Rover Range Rover Vogue 2023 White,New,Land Rover,2023,brand new,automatic,"₦ 280,000,000"
Mercedes-Benz G-Class Base G 500 AWD 2008 Black,Mercedes-Benz,G-Class Base,2008,local used,automatic,"₦ 42,000,000"
Hyundai Santa Fe 2019 White,Hyundai,Santa Fe,2019,local used,automatic,"₦ 23,900,000"
Land Rover Range Rover Vogue 2023 Black,Land,Rover Range,2023,foreign used,automatic,"₦ 280,000,000"
BMW X3 xDrive35i 2013 White,BMW,X3 xDrive35i,2013,foreign used,automatic,"₦ 10,800,000"
BMW 6 Series 2016 Green,BMW,6 Series,2016,foreign used,automatic,"₦ 16,740,000"
Mercedes-Benz M Class 2008 White,Mercedes-Benz,M Class,2008,local used,automatic,"₦ 9,720,000"
Mercedes-Benz GLC-Class 2017 Gray,Mercedes-Benz,GLC-Class,2017,foreign used,automatic,"₦ 36,200,000"
Toyota Venza XLE 2022 Black,Toyota,Venza XLE,2022,foreign used,automatic,"₦ 44,000,000"
Lexus RX 2020 Black,Lexus,RX,2020,local used,automatic,"₦ 38,000,000"
Toyota Camry 2010 Silver,Toyota,Camry,2010,foreign used,automatic,"₦ 9,950,000"
Mercedes-Benz G-Class 2020 Black,Mercedes-Benz,G-Class,2020,local used,automatic,"₦ 489,000,000"
Honda City 2010 Gold,Honda,City,2010,local used,automatic,"₦ 4,890,000"
New Toyota Hilux GR SPORT II 2026 White,New,Toyota Hilux,2026,brand new,automatic,"₦ 119,000,000"
Hyundai Santa Fe 2014 Black,Hyundai,Santa Fe,2014,foreign used,automatic,"₦ 16,500,000"
Land Rover Range Rover Sport HST MHEV 2019 Black,Land,Rover Range,2019,foreign used,automatic,"₦ 85,000,000"
Rolls-Royce Wraith 6.6 RWD 2018 Black,Rolls-Royce,Wraith 6,2018,foreign used,automatic,"₦ 320,000,000"
Pontiac Vibe 2006 Red,Pontiac,Vibe,2006,foreign used,automatic,"₦ 8,800,000"
New Toyota Land Cruiser 2025 Black,New,Toyota Land,2025,brand new,automatic,"₦ 175,000,000"
Lexus RX 350 FWD 2018 Red,Lexus,RX 350,2018,local used,automatic,"₦ 33,900,000"
Honda Civic 2008 Silver,Honda,Civic,2008,local used,automatic,"₦ 4,500,000"
Lexus ES 2006 Black,Lexus,ES,2006,local used,automatic,"₦ 5,450,000"
Lexus LX 570 (5 seats) AWD 2020 Black,Lexus,LX 570,2020,local used,automatic,"₦ 112,000,000"
Toyota Fortuner 2023 Black,Toyota,Fortuner,2023,local used,automatic,"₦ 54,500,000"
Lexus RX 350 F Sport AWD 2016 Silver,Lexus,RX 350,2016,foreign used,automatic,"₦ 49,000,000"
Lexus RX 350 AWD 2026 Orange,Lexus,RX 350,2026,foreign used,automatic,"₦ 130,000,000"
Mercedes-Benz C300 Sport 4Matic Sedan AWD (2.0L 4cyll 7A) 2016 Black,Mercedes-Benz,C300 Sport,2016,foreign used,automatic,"₦ 25,500,000"
Peugeot 607 2005 Silver,Peugeot,607,2005,local used,manual,"₦ 3,300,000"
Toyota Sienna 2008 Gold,Toyota,Sienna,2008,foreign used,automatic,"₦ 8,900,000"
Ford Taurus 2011 Black,Ford,Taurus,2011,local used,automatic,"₦ 6,480,000"
Dodge Challenger 2014 Black,Dodge,Challenger,2014,local used,automatic,"₦ 12,500,000"
Ford F-150 2021 Blue,Ford,F-150,2021,foreign used,automatic,"₦ 72,500,000"
Mercedes-Benz E350 2022 Gold,Mercedes-Benz,E350,2022,local used,automatic,"₦ 65,000,000"
Hyundai Elantra 2012 Gray,Hyundai,Elantra,2012,foreign used,automatic,"₦ 10,700,000"
Toyota Land Cruiser 2020 Black,Toyota,Land Cruiser,2020,local used,automatic,"₦ 68,500,000"
Mercedes-Benz GLS-Class GLS 450 4MATIC 2020 Gray,Mercedes-Benz,GLS-Class GLS,2020,foreign used,automatic,"₦ 115,000,000"
Mercedes-Benz GLA 250 2015 Blue,Mercedes-Benz,GLA 250,2015,foreign used,automatic,"₦ 26,000,000"
New Toyota Hilux 2025 Black,New,Toyota Hilux,2025,brand new,automatic,"₦ 133,000,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2016 Red,Mercedes-Benz,GLE-Class GLE,2016,foreign used,automatic,"₦ 42,000,000"
Lexus RX 350 2015 Maroon,Lexus,RX 350,2015,foreign used,automatic,"₦ 26,000,000"
Mercedes-Benz GLE-Class GLE 350 2016 Black,Mercedes-Benz,GLE-Class GLE,2016,foreign used,automatic,"₦ 29,000,000"
Lexus ES 330 2006 Blue,Lexus,ES 330,2006,local used,automatic,"₦ 6,480,000"
Toyota Solara 2005 Gold,Toyota,Solara,2005,local used,automatic,"₦ 2,950,000"
Toyota Tacoma TRD Sport 2017 Gray,Toyota,Tacoma TRD,2017,foreign used,automatic,"₦ 39,000,000"
Hyundai Sonata 2011 Silver,Hyundai,Sonata,2011,local used,automatic,"₦ 7,850,000"
New Land Rover Range Rover 2025 Black,New,Land Rover,2025,brand new,automatic,"₦ 495,000,000"
Toyota Venza V6 AWD 2010 White,Toyota,Venza V6,2010,foreign used,automatic,"₦ 14,800,000"
Toyota Camry 2012 Black,Toyota,Camry,2012,foreign used,automatic,"₦ 11,300,000"
Toyota Venza Limited 2016 Black,Toyota,Venza Limited,2016,foreign used,automatic,"₦ 21,500,000"
Toyota RAV4 Automatic 2003 Red,Toyota,RAV4 Automatic,2003,local used,automatic,"₦ 5,000,000"
New Toyota Camry 2026 Black,New,Toyota Camry,2026,brand new,automatic,"₦ 83,000,000"
Lexus IS 2008 Silver,Lexus,IS,2008,local used,automatic,"₦ 10,125,000"
Toyota RAV4 2007 Red,Toyota,RAV4,2007,local used,automatic,"₦ 5,280,000"
Toyota Land Cruiser Prado 2010 Black,Toyota,Land Cruiser,2010,local used,automatic,"₦ 26,950,000"
Toyota Land Cruiser 2018 Black,Toyota,Land Cruiser,2018,local used,automatic,"₦ 69,500,000"
Honda Ridgeline 2008 Black,Honda,Ridgeline,2008,local used,automatic,"₦ 6,750,000"
Lexus RX 350 2007 White,Lexus,RX 350,2007,local used,automatic,"₦ 6,550,000"
Hyundai Tucson 2017 Gray,Hyundai,Tucson,2017,foreign used,automatic,"₦ 16,000,000"
Toyota Camry SE V6 4dr Sedan (3.5L 6cyl 6A) 2013 Red,Toyota,Camry SE,2013,local used,automatic,"₦ 11,500,000"
Toyota Avalon 2014 Black,Toyota,Avalon,2014,foreign used,automatic,"₦ 20,500,000"
Lexus RX 1998 Silver,Lexus,RX,1998,local used,automatic,"₦ 3,500,000"
Lexus RX 350 F Sport AWD 2016 Black,Lexus,RX 350,2016,foreign used,automatic,"₦ 49,999,999"
Lexus ES 350 FWD 2013 White,Lexus,ES 350,2013,local used,automatic,"₦ 7,200,000"
Mercedes-Benz C43 2018 Blue,Mercedes-Benz,C43,2018,foreign used,automatic,"₦ 42,000,000"
Mercedes-Benz G-Class G63 AMG Brabus G700 2024 Gray,Mercedes-Benz,G-Class G63,2024,foreign used,automatic,"₦ 650,000,000"
Toyota Highlander Sport 4x4 2009 Black,Toyota,Highlander Sport,2009,foreign used,automatic,"₦ 17,000,000"
Lexus RX 350 AWD 2016 Black,Lexus,RX 350,2016,foreign used,automatic,"₦ 44,500,000"
Toyota Land Cruiser Prado 2023 Black,Toyota,Land Cruiser,2023,local used,automatic,"₦ 78,000,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2015 Gray,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 20,000,000"
Mercedes-Benz GLK-Class 350 2010 White,Mercedes-Benz,GLK-Class 350,2010,foreign used,automatic,"₦ 16,500,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2020 Green,Mercedes-Benz,GLE-Class GLE,2020,foreign used,automatic,"₦ 90,000,000"
Volvo 244 1980 Burgundy,Volvo,244,1980,local used,automatic,"₦ 4,000,000"
Honda CR-V 2020 Silver,Honda,CR-V,2020,foreign used,automatic,"₦ 39,000,000"
Hyundai Sonata 2010 Silver,Hyundai,Sonata,2010,local used,automatic,"₦ 5,880,000"
Mercedes-Benz Vaneo 2005 Blue,Mercedes-Benz,Vaneo,2005,foreign used,manual,"₦ 4,600,000"
Mercedes-Benz S-Class S 580 4MATIC 2021 Black,Mercedes-Benz,S-Class S,2021,foreign used,automatic,"₦ 132,000,000"
New Mercedes-Benz G-Class 2025 Black,New,Mercedes-Benz G-Class,2025,brand new,automatic,"₦ 545,000,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2020 White,Mercedes-Benz,GLE-Class GLE,2020,foreign used,automatic,"₦ 87,000,000"
Toyota Hilux 2022 Black,Toyota,Hilux,2022,local used,automatic,"₦ 68,000,000"
New Toyota Land Cruiser 2026 Black,New,Toyota Land,2026,brand new,automatic,"₦ 208,000,000"
Lexus GX 2017 White,Lexus,GX,2017,foreign used,automatic,"₦ 40,000,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2022 White,Mercedes-Benz,GLE-Class GLE,2022,foreign used,automatic,"₦ 105,000,000"
Mercedes-Benz M Class ML63 AMG 4dr SUV AWD (5.5L 8cyl Turbo 7A) 2014,Mercedes-Benz,M Class,2014,foreign used,automatic,"₦ 39,500,000"
Hyundai Santa Fe Sport 2013 Silver,Hyundai,Santa Fe,2013,foreign used,automatic,"₦ 14,000,000"
Toyota Highlander XLE V6 4x4 (3.5L 6cyl 6A) 2016 White,Toyota,Highlander XLE,2016,foreign used,automatic,"₦ 28,500,000"
Toyota Camry 2011 White,Toyota,Camry,2011,foreign used,automatic,"₦ 11,500,000"
Changan UNI-K 2.0 Petrol AWD 2022 Black,Changan,UNI-K 2,2022,foreign used,automatic,"₦ 36,000,000"
Mercedes-Benz GLC-Class 2020 Black,Mercedes-Benz,GLC-Class,2020,foreign used,automatic,"₦ 79,000,000"
Mercedes-Benz GLE-Class GLE 400 4MATIC 2019 Black,Mercedes-Benz,GLE-Class GLE,2019,foreign used,automatic,"₦ 46,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2012 Silver,Toyota,Camry SE,2012,foreign used,automatic,"₦ 11,500,000"
Mitsubishi Spacestar 2001 Blue,Mitsubishi,Spacestar,2001,local used,manual,"₦ 1,950,000"
New Toyota Hilux 2024 White,New,Toyota Hilux,2024,brand new,manual,"₦ 53,500,000"
Toyota Camry 2007 Blue,Toyota,Camry,2007,local used,automatic,"₦ 4,400,000"
Toyota Avensis 2014 Blue,Toyota,Avensis,2014,local used,automatic,"₦ 5,700,000"
Mercedes-Benz C300 Sport 4Matic Sedan AWD (3.0L 6cyl 7A) 2010 White,Mercedes-Benz,C300 Sport,2010,foreign used,automatic,"₦ 12,500,000"
New Honda HR-V 2025 Black,New,Honda HR-V,2025,brand new,automatic,"₦ 60,000,000"
Mercedes-Benz AMG GT 2022 Silver,Mercedes-Benz,AMG GT,2022,foreign used,automatic,"₦ 155,000,000"
Mercedes-Benz SLK-Class 2013 Black,Mercedes-Benz,SLK-Class,2013,foreign used,automatic,"₦ 35,000,000"
Lexus LX 570 (5 seats) AWD 2021 Black,Lexus,LX 570,2021,foreign used,automatic,"₦ 157,000,000"
Mercedes-Benz E350 2021 Silver,Mercedes-Benz,E350,2021,foreign used,automatic,"₦ 86,000,000"
Mercedes-Benz GLA 250 2015 White,Mercedes-Benz,GLA 250,2015,foreign used,automatic,"₦ 24,500,000"
Toyota Corolla 2016 Black,Toyota,Corolla,2016,foreign used,automatic,"₦ 12,200,000"
Lexus IS 2010 Black,Lexus,IS,2010,foreign used,automatic,"₦ 9,500,000"
Hyundai Elantra 2019 Blue,Hyundai,Elantra,2019,foreign used,automatic,"₦ 14,300,000"
Toyota Highlander 2017 Gray,Toyota,Highlander,2017,foreign used,automatic,"₦ 26,500,000"
Toyota Camry 2009 Blue,Toyota,Camry,2009,foreign used,automatic,"₦ 8,200,000"
Toyota Tacoma 2025 Black,Toyota,Tacoma,2025,foreign used,automatic,"₦ 87,000,000"
Toyota Highlander 2009 Gold,Toyota,Highlander,2009,foreign used,automatic,"₦ 11,500,000"
Toyota Corolla 2011 Silver,Toyota,Corolla,2011,foreign used,automatic,"₦ 11,200,000"
New Geely SC7 2024 White,New,Geely SC7,2024,brand new,automatic,"₦ 56,000,000"
Toyota Hilux 2023 Black,Toyota,Hilux,2023,foreign used,automatic,"₦ 85,000,000"
Toyota Tacoma TRD Off Road 2018 Black,Toyota,Tacoma TRD,2018,foreign used,automatic,"₦ 39,000,000"
Chevrolet Silverado 2006 Silver,Chevrolet,Silverado,2006,local used,automatic,"₦ 4,950,000"
Nissan Almera Tino 2004 Silver,Nissan,Almera Tino,2004,foreign used,manual,"₦ 4,980,000"
New Toyota Land Cruiser 2026 Black,New,Toyota Land,2026,brand new,automatic,"₦ 235,000,000"
Toyota Sienna 2005 Blue,Toyota,Sienna,2005,local used,automatic,"₦ 4,900,000"
Honda Accord 2005 Silver,Honda,Accord,2005,local used,automatic,"₦ 2,700,000"
Volkswagen Golf 1999 Black,Volkswagen,Golf,1999,local used,manual,"₦ 2,950,000"
Mercedes-Benz GLS-Class GLS450 4Matic 2017 Blue,Mercedes-Benz,GLS-Class GLS450,2017,foreign used,automatic,"₦ 39,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 White,Toyota,Camry SE,2013,foreign used,automatic,"₦ 13,000,000"
Toyota Hilux 2020 White,Toyota,Hilux,2020,foreign used,automatic,"₦ 69,500,000"
Honda Accord 2014 Gray,Honda,Accord,2014,local used,automatic,"₦ 7,905,000"
Lexus RX 350 4WD 2021 Gray,Lexus,RX 350,2021,foreign used,automatic,"₦ 47,000,000"
Lexus RX 350 2018 Red,Lexus,RX 350,2018,foreign used,automatic,"₦ 42,000,000"
Lexus NX 2016,Lexus,NX,2016,foreign used,automatic,"₦ 31,000,000"
Pontiac Vibe 2009 Silver,Pontiac,Vibe,2009,local used,automatic,"₦ 6,180,000"
Mercedes-Benz M Class ML 350 4Matic 2008 White,Mercedes-Benz,M Class,2008,local used,automatic,"₦ 7,900,000"
Mercedes-Benz C43 2019 White,Mercedes-Benz,C43,2019,foreign used,automatic,"₦ 57,000,000"
New Mercedes-Benz GLC-Class 2025 Black,New,Mercedes-Benz GLC-Class,2025,brand new,automatic,"₦ 189,000,000"
Honda Accord 2019 Black,Honda,Accord,2019,foreign used,automatic,"₦ 21,500,000"
Toyota Camry XSE (2.5L 4cyl 8A) 2019 Burgundy,Toyota,Camry XSE,2019,foreign used,automatic,"₦ 29,500,000"
Toyota Land Cruiser 2023 Black,Toyota,Land Cruiser,2023,foreign used,automatic,"₦ 133,000,000"
Toyota Hilux 2015 Blue,Toyota,Hilux,2015,local used,automatic,"₦ 38,500,000"
Mercedes-Benz GLE-Class 2016 White,Mercedes-Benz,GLE-Class,2016,local used,automatic,"₦ 32,500,000"
Toyota Yaris 1.5 Sedan L 2020 Red,Toyota,Yaris 1,2020,foreign used,automatic,"₦ 18,500,000"
Toyota Sequoia 2025 Black,Toyota,Sequoia,2025,foreign used,automatic,"₦ 225,000,000"
Toyota Land Cruiser 2012 Black,Toyota,Land Cruiser,2012,local used,automatic,"₦ 31,000,000"
Lexus RX 350 2011 Gray,Lexus,RX 350,2011,foreign used,automatic,"₦ 21,500,000"
Toyota Highlander XLE 2021 Gray,Toyota,Highlander XLE,2021,foreign used,automatic,"₦ 59,500,000"
Ford Explorer 2014 Black,Ford,Explorer,2014,foreign used,automatic,"₦ 13,850,000"
Lexus RX 2005 Gold,Lexus,RX,2005,local used,automatic,"₦ 5,980,000"
Peugeot 206 2004 Silver,Peugeot,206,2004,local used,automatic,"₦ 2,900,000"
Hyundai Elantra 2014 Silver,Hyundai,Elantra,2014,local used,automatic,"₦ 8,300,000"
GMC Sierra 2014 Black,GMC,Sierra,2014,foreign used,automatic,"₦ 32,000,000"
